,id,types,formattedAddress,rating,userRatingCount,regularOpeningHours.openNow,regularOpeningHours.periods,regularOpeningHours.weekdayDescriptions,displayName.text,displayName.languageCode,priceLevel
27,ChIJVZr07mGrNTERkBsc_zM6xrM,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","4 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",5.0,2.0,,,,Nhà Thuốc Đông Y Khương Lâm,vi,
28,ChIJH9WQYmCrNTER7EnY7uKp2G4,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","626 Đ. Láng, Trung Hoà, Đống Đa, Hà Nội, Vietnam",4.8,38.0,True,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Nhà Thuốc 24H - Đường Láng Pharmacy,vi,
29,ChIJnxLdP0GrNTERCnqXrczJEiM,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","Ngh. 3/Nhà 12 Ng. 850 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",5.0,7.0,True,"[{'open': {'day': 0, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 1, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 1, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 1, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 1, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 1, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 6, 'hour': 1, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 0}, 'close': {'day': 0, 'hour': 1, 'minute': 0}}]","['Monday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u20091:00\u202fAM']",Nhà Thuốc Bình An 6,vi,
30,ChIJfUabo0OrNTERk-eFo0q_9Xk,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","69 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",,,,,,Nhà Thuốc Minh Ngọc,vi,
31,ChIJV2GATFyrNTERI16iaSkMXfQ,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","2 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",,,,,,Nhà Thuốc Thúy Loan,vi,
32,ChIJ23z8rV2rNTERNKmNJrkQDPA,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","11 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",5.0,2.0,,,,Nhà Thuốc Vạn Linh,vi,
33,ChIJ0X3HvEOrNTERbSAvHeNY-Iw,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","64 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",,,,,,Nhà Thuốc Phương Thảo,vi,
34,ChIJQVsVfE2tNTERonYpyGWQLZE,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","124 Đ. Láng, Thịnh Quang, Đống Đa, Hà Nội, Vietnam",,,,,,Nhà Thuốc Thanh Hoa. Chị Thủy Có Con Học Văn Bằng 2 Fpt,vi,
35,ChIJ7byC4WGrNTER-x0nFZ73x1c,"['hospital', 'health', 'point_of_interest', 'establishment']","532 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",3.8,210.0,True,"[{'open': {'day': 0, 'hour': 7, 'minute': 30}, 'close': {'day': 0, 'hour': 12, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 30}, 'close': {'day': 1, 'hour': 16, 'minute': 30}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 16, 'minute': 30}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 16, 'minute': 30}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 16, 'minute': 30}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 16, 'minute': 30}}, {'open': {'day': 6, 'hour': 7, 'minute': 30}, 'close': {'day': 6, 'hour': 16, 'minute': 30}}]","['Monday: 7:30\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20094:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20094:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20094:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20094:30\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20094:30\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u200912:00\u202fPM']",Saigon Eye Hospital - Hanoi,en,
36,ChIJm57evZ2sNTERRtH4n-mBdkk,"['hospital', 'health', 'point_of_interest', 'establishment']","452, Đường Láng, Phường Láng Hạ, Quận Đống Đa, Thành Phố Hà Nội, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",,,,,,Phòng Chẩn Trị Y Học Cổ Truyền Ích Bảo,vi,
37,ChIJ31GHu4SsNTERu6RNdjIiMII,"['general_contractor', 'point_of_interest', 'establishment']","45, Đường Láng, Phường Ngã Tư Sở, Quận Đống Đa, Thành Phố Hà Nội, Thượng Đình, Thanh Xuân, Hà Nội, Vietnam",,,,,,Công Ty TNHH Phát Triển Thương Mại & Dịch Vụ Nhật Minh,vi,
38,ChIJ_2zBt12rNTER_XIRxE8QXFQ,"['point_of_interest', 'establishment']","Ngõ 814 đường láng, Ngõ 1194 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",4.0,1.0,,,,Công ty TNHH thiết bị y tế và dịch vụ thương mại HD,vi,
39,ChIJ5TYuiUOrNTERw1o0KPutkOk,"['point_of_interest', 'establishment']","1194/136/3, Đ. Láng, Quang Trung, Đống Đa, Hà Nội, Vietnam",,,,,,Công Ty Cổ Phần Đầu Tư Và Sản Xuất Canavi,vi,
40,ChIJ5TYuiUOrNTERhjwDLMqAZkc,"['point_of_interest', 'establishment']","1194/136/3 Ng. 850 Đ. Láng, Quang Trung, Hoàn Kiếm, Hà Nội, Vietnam",,,,,,Công Ty Cổ Phần Đầu Tư Và Sản Xuất Canavi,vi,
41,ChIJYZrOOkOrNTER2YIYS3QppGQ,"['point_of_interest', 'establishment']","Số 12 12, Ngh. 1194/141 Đ. Láng/17 Ng. 1194 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",,,,,,CÔNG TY TNHH ĐÀO TẠO THAKI,vi,
42,ChIJg1yAkESrNTERh4CKKnUzNJs,"['point_of_interest', 'establishment']","14, 1074 Ng. 850 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",,,,,,Công Ty Cổ Phần Đầu Tư Phát Triển Thương Mại Và Xây Dựng Hà Nội,vi,
43,ChIJC31jcF6rNTERYA7xoc7g6Dg,"['point_of_interest', 'establishment']","726 Đ. Láng, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",,,True,"[{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 30}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 30}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 30}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 30}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 30}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 30}}]","['Monday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Sunday: Closed']",Công ty Cổ phần VNCeiling Việt Nam,vi,
44,ChIJ4efoUFyrNTERWhsz--dHugA,"['point_of_interest', 'establishment']","740 Đường Láng, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội, Láng Thượng, Đống Đa, Hà Nội, Vietnam",,,,,,Công Ty TNHH Thương Mại Và Xây Dựng Xuân Trạng,vi,
45,ChIJd8zuIVKtNTERQjMwRqEWJbU,"['point_of_interest', 'establishment']","500 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",,,True,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]","['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20095:00\u202fPM']",Cty THANH AN (HƯNG THƠM-DULUX-JOTUN),vi,
46,ChIJH2jP8oSsNTERJyPBcwtMId4,"['point_of_interest', 'establishment']","34 Đ. Láng, Thượng Đình, Đống Đa, Hà Nội, Vietnam",,,,,,Công ty TNHH sản xuất thương mại & công nghiệp Thành Đạt,vi,
47,ChIJi6EnkWGrNTERJM5f0t-zMnw,"['point_of_interest', 'establishment']","145B Ng. 562 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",,,,,,Công Ty Tnhh Dịch Vụ Giáo Dục Và Thương Mại Xuân Thành,vi,
48,ChIJt9319p2sNTER7-_5EciBIgo,"['point_of_interest', 'establishment']","468 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",,,,,,Công ty Cổ phần tư vấn và Đầu tư phát triển Hà Nội GPB,vi,
49,ChIJv7gPDEOrNTERPlca1JxJBVw,"['point_of_interest', 'establishment']","Số 6 ngõ 1174, Ngõ 1194 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",,,False,"[{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]","['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",Công Ty Kỹ Thuật Môi Trường Xây Dựng Vinacee,vi,
50,ChIJe_eVsYOrNTERwRvzIPww7S4,"['point_of_interest', 'establishment']","73 Ng. 1194 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",5.0,1.0,True,"[{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]","['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",Công ty cổ phần đầu tư và phát triển Đất Việt,vi,
51,ChIJswz76t6rNTERo5khnB74cmE,"['point_of_interest', 'establishment']","892 Đ. Láng, Yên Hoà, Đống Đa, Hà Nội, Vietnam",,,,,,Công ty APC,vi,
52,ChIJ31GHu4SsNTERu6RNdjIiMII,"['general_contractor', 'point_of_interest', 'establishment']","45, Đường Láng, Phường Ngã Tư Sở, Quận Đống Đa, Thành Phố Hà Nội, Thượng Đình, Thanh Xuân, Hà Nội, Vietnam",,,,,,Công Ty TNHH Phát Triển Thương Mại & Dịch Vụ Nhật Minh,vi,
53,ChIJi6EnkWGrNTERJM5f0t-zMnw,"['point_of_interest', 'establishment']","145B Ng. 562 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",,,,,,Công Ty Tnhh Dịch Vụ Giáo Dục Và Thương Mại Xuân Thành,vi,
54,ChIJ4efoUFyrNTERWhsz--dHugA,"['point_of_interest', 'establishment']","740 Đường Láng, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội, Láng Thượng, Đống Đa, Hà Nội, Vietnam",,,,,,Công Ty TNHH Thương Mại Và Xây Dựng Xuân Trạng,vi,
55,ChIJ9YfFlJ2sNTERiEg5125BDW4,"['wholesaler', 'point_of_interest', 'establishment']","438 Đ. Láng, Trung Hoà, Đống Đa, Hà Nội, Vietnam",,,,,,Công ty TNHH Đầu tư-Thương mại-Dịch vụ THÀNH AN,vi,
56,ChIJg8Zlx2GrNTERD6myqiOTT5U,"['point_of_interest', 'establishment']","25 Ng. 562 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội 100000, Vietnam",,,,,,"Doanh Nghiệp Tư Nhân Thương Mại, Vận Tải Và Dịch Vụ Hưng Thịnh",vi,
57,ChIJVYUoCi-tNTERj1APIfN0kmk,"['wholesaler', 'point_of_interest', 'establishment']","188 Đ. Láng, Nhân Chính, Thanh Xuân, Hà Nội 100000, Vietnam",,,,,,Công ty trách nhiệm hữu hạn hoa Hải Phong,vi,
58,ChIJ19asqpysNTERLzum6FbjwaY,"['point_of_interest', 'establishment']","106 Đ. Láng, Thượng Đình, Từ Liêm, Hà Nội, Vietnam",,,,,,Công Ty Tnhh Xuân Hải Việt Nam,vi,
59,ChIJg9DAEGOrNTER1COd6Ehioqo,"['point_of_interest', 'establishment']","20, Ngõ, 538 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",,,,,,Công Ty Cổ Phần Đầu Tư Tiến Xuân,vi,
60,ChIJ2y85rpysNTERU64neizdu9E,"['store', 'point_of_interest', 'establishment']","202 Đ. Láng, Thượng Đình, Thanh Xuân, Hà Nội, Vietnam",,,,,,Cửa Hàng Cầu Thang Giang Nhu,vi,
61,ChIJUWfpGIOsNTERpYextE5AFu8,"['point_of_interest', 'establishment']","Số 7 Ngách 22 Ngõ 122, Đ. Láng, Thịnh Quang, Đống Đa, Hà Nội, Vietnam",,,,,,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT MINH THÀNH PHÁT,vi,
62,ChIJHRlVcl6rNTERD22XuDbFcy8,"['store', 'point_of_interest', 'establishment']","738 Đ. Láng, Trung Hoà, Đống Đa, Hà Nội, Vietnam",5.0,1.0,,,,Cửa Hàng Xuân Trạng,vi,
63,ChIJiXn57p2sNTER3okW4FfdH1s,"['point_of_interest', 'establishment']","486 Đ. Láng, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",3.7,13.0,True,"[{'open': {'day': 1, 'hour': 7, 'minute': 30}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 30}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]","['Monday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",Công Ty Thành Thái,vi,
64,ChIJbXHFrZqrNTERro0x74SFxZ4,"['point_of_interest', 'establishment']","34 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",,,,,,Công sở,vi,
65,ChIJGUyHmkSrNTERZhKyZzBo6Ak,"['store', 'point_of_interest', 'establishment']","1150/46/15, Đường Láng, Phường Láng Thượng, Quận Đống Đa, Láng Thượng, Đống Đa, Hà Nội, Vietnam",5.0,2.0,True,"[{'open': {'day': 0, 'hour': 7, 'minute': 0}, 'close': {'day': 0, 'hour': 18, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 18, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 18, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 18, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 18, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 18, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 0}, 'close': {'day': 6, 'hour': 18, 'minute': 0}}]","['Monday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20096:00\u202fPM']",Công Ty CP Kỹ Thuật Nội Thất & Xây Dựng Hà Nội,vi,
66,ChIJ10rR7UOrNTER8hRLTUHM5RQ,"['gas_station', 'point_of_interest', 'establishment']","1174 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",2.6,185.0,,,,Trạm Xăng Dầu Láng Thượng,vi,
67,ChIJz1dWVZusNTERg2X2JTRl1Ys,"['gas_station', 'point_of_interest', 'establishment']","111 Đ. Láng, Thượng Đình, Đống Đa, Hà Nội, Vietnam",3.9,452.0,True,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Petrolimex Station,en,
68,ChIJk0kmXo2tNTERuAVWRup-CpY,"['gas_station', 'point_of_interest', 'establishment']","526 Đ. Láng, Trung Hoà, Đống Đa, Hà Nội, Vietnam",3.7,7.0,True,"[{'open': {'day': 0, 'hour': 7, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}]","['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']",Trạm Xăng Dầu 526 Đường Láng,vi,
69,ChIJ-8NtImWrNTERZr3_sJSvz9k,"['gas_station', 'point_of_interest', 'establishment']","570 Đ. Láng, Trung Hoà, Đống Đa, Hà Nội, Vietnam",3.2,122.0,True,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Trạm Xăng Láng,vi,
70,ChIJSfnrcNmrNTER9mY7yaAJLUg,"['gas_station', 'point_of_interest', 'establishment']","1174 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",1.7,20.0,,,,Cửa hàng Xăng Dầu CTM,vi,
71,ChIJLRNcK2CrNTER3OsDUVZqQi0,"['point_of_interest', 'establishment']","570 Đ. Láng, Trung Hoà, Đống Đa, Hà Nội, Vietnam",5.0,1.0,,,,Cong Ty Xăng Dau Petromiel,vi,
72,ChIJE5fnrDCtNTERwXNkRytqc1w,"['point_of_interest', 'establishment']","188 Đ. Láng, Nhân Chính, Đống Đa, Hà Nội, Vietnam",4.5,233.0,True,"[{'open': {'day': 0, 'hour': 5, 'minute': 30}, 'close': {'day': 0, 'hour': 22, 'minute': 30}}, {'open': {'day': 1, 'hour': 5, 'minute': 30}, 'close': {'day': 1, 'hour': 22, 'minute': 30}}, {'open': {'day': 2, 'hour': 5, 'minute': 30}, 'close': {'day': 2, 'hour': 22, 'minute': 30}}, {'open': {'day': 3, 'hour': 5, 'minute': 30}, 'close': {'day': 3, 'hour': 22, 'minute': 30}}, {'open': {'day': 4, 'hour': 5, 'minute': 30}, 'close': {'day': 4, 'hour': 22, 'minute': 30}}, {'open': {'day': 5, 'hour': 5, 'minute': 30}, 'close': {'day': 5, 'hour': 22, 'minute': 30}}, {'open': {'day': 6, 'hour': 5, 'minute': 30}, 'close': {'day': 6, 'hour': 22, 'minute': 30}}]","['Monday: 5:30\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 5:30\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 5:30\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 5:30\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 5:30\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 5:30\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: 5:30\u202fAM\u2009–\u200910:30\u202fPM']",Nhà Ga Láng,vi,
73,ChIJjR_NYkSrNTER3fmh5-1qVwE,"['bus_stop', 'transit_station', 'point_of_interest', 'establishment']","Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",4.7,3.0,,,,1178 Đường Láng,vi,
74,ChIJ6f7l012rNTERdeTLCTxTKJE,"['bus_stop', 'transit_station', 'point_of_interest', 'establishment']","808 Đ. Láng, Trung Hoà, Đống Đa, Hà Nội, Vietnam",4.1,7.0,,,,794 Đường Láng,vi,
75,ChIJ01FD652sNTERSryRQhOzYz0,"['bus_stop', 'transit_station', 'point_of_interest', 'establishment']","470 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",4.3,9.0,,,,470 Đường Láng,vi,
76,ChIJG7o8Kl6rNTERXl9M4z1rWfk,"['bus_stop', 'transit_station', 'point_of_interest', 'establishment']","Đ. Láng, Trung Hoà, Đống Đa, Hà Nội, Vietnam",3.3,6.0,,,,"16, 24, 27",vi,
77,ChIJleut5Z2sNTERu-U9v4iEt-I,"['bus_stop', 'transit_station', 'point_of_interest', 'establishment']","Đối diện 498 Đ. Láng, Trung Hoà, Đống Đa, Hà Nội, Vietnam",2.6,11.0,,,,Đối Diện 498 Đường Láng,vi,
78,ChIJN-ZMSVyrNTER9ChF_j9wfmA,"['bus_stop', 'transit_station', 'point_of_interest', 'establishment']","Đ. Láng, Yên Hoà, Đống Đa, Hà Nội, Vietnam",3.0,3.0,,,,Cầu 361,vi,
79,ChIJ2SpM51qrNTERs_wtClARGJk,"['point_of_interest', 'establishment']","41 Đ. Láng, Thượng Đình, Đống Đa, Hà Nội 11500, Vietnam",3.1,20.0,True,"[{'open': {'day': 0, 'hour': 6, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 6, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 6, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 6, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 6, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 6, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 6, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}]","['Monday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM']",Cho Thuê Xe Máy Hà Nội,en,
